m_Label,m_TypeID,m_DisplayLevel,m_BreakRate,m_MaxSLD,m_MaxHP,m_MaxSP,m_AtkP,m_DefP,m_AtkM,m_DefM,m_Agi,m_Crt,m_CrtDef,m_EquipAtk,m_ResistAilmentID,m_ResistAilment,m_TacticalAssignID,m_SkillsID,m_Exp,m_Money,m_DropReward,m_EventDropRewards,m_StatusOffset,m_Bottle,m_Name,m_Level,m_Hp,m_Shield,m_RaceIndices,m_DisplaySpecialSkillGauge,m_GenerateSpecialSkillValueOrverTurn,m_ReduceSpecialSkillValueBreak,m_MaxSpecialSkillValue,m_id,
Rare_Enemy_ClbBD_003,d10176,40,d100c8,14,40,40,222,9999,317,9999,9999,90,171,d103e7da00,17,99000000000000000000da00,32,699,75000,40000,d102f8da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93004d00da00,c2da00,00da00,00da00,00de0023,774,
Rare_Enemy_ClbBD_004,d10177,55,d100c8,15,45,40,405,9999,579,9999,9999,120,171,d103e7da00,17,99000000000000000000da00,32,700,300000,100000,d102f9da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93004d00da00,c2da00,00da00,00da00,00de0023,775,
Other_Enemy_01a_ClbBD_001,d10178,20,d100c8,3,404,40,154,34,154,30,115,112,114,26da00,0,99000000000000000000da00,3,241,77,163,d102fada00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001900da00,c2da00,00da00,00da00,00de0023,776,
Other_Enemy_01a_ClbBD_002,d10179,20,d100c8,3,416,40,154,33,154,28,106,120,114,26da00,0,99000000000000000000da00,6,243,74,170,d102fbda00,93000000,92ca3e570a3dca00000000,0,5549c3,5549c3,5549c3,5549c3,93002c00da00,c2da00,00da00,00da00,00de0023,777,
Other_Enemy_01a_ClbBD_003,d1017a,20,d100c8,2,424,40,170,30,170,25,108,90,114,26da00,0,99000000000000000000da00,3,242,85,168,d102fcda00,93000000,92ca3e570a3dca00000000,0,5549c3,5549c3,5549c3,5549c3,93002b00da00,c2da00,00da00,00da00,00de0023,778,
Other_Enemy_01a_ClbBD_004,d1017b,20,d100c8,4,440,40,154,33,154,28,106,109,114,26da00,0,99000000000000000000da00,3,587,81,160,d102fdda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001900da00,c2da00,00da00,00da00,00de0023,779,
Other_Enemy_01b_ClbBD_001,d1017c,35,d100c8,3,1508,70,253,53,253,47,151,151,153,3fda00,0,99000000000000000000da00,3,701,330,263,d102feda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001900da00,c2da00,00da00,00da00,00de0023,780,
Other_Enemy_01b_ClbBD_002,d1017d,35,d100c8,3,1690,70,244,55,244,49,137,151,153,3fda00,0,99000000000000000000da00,8,264,347,270,d102ffda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002d00da00,c2da00,00da00,00da00,00de0023,781,
Other_Enemy_01b_ClbBD_003,d1017e,35,d100c8,4,1625,70,253,51,253,45,139,147,153,3fda00,0,99000000000000000000da00,3,660,349,265,d10300da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001900da00,c2da00,00da00,00da00,00de0023,782,
Other_Enemy_01b_ClbBD_004,d1017f,35,d100c8,4,1742,70,244,57,244,51,135,139,153,3fda00,0,99000000000000000000da00,3,666,364,286,d10301da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001900da00,c2da00,00da00,00da00,00de0023,783,
Other_Enemy_01c_ClbBD_001,d10180,50,d100c8,5,3275,100,401,72,401,65,160,192,194,5cda00,0,99000000000000000000da00,3,702,599,386,d10302da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001900da00,c2da00,00da00,00da00,00de0023,784,
Other_Enemy_01c_ClbBD_002,d10181,50,d100c8,4,3400,100,425,65,425,58,178,158,194,5cda00,0,99000000000000000000da00,3,594,636,460,d10303da00,93000000,92ca3f000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93004400da00,c2da00,00da00,00da00,00de0023,785,
Other_Enemy_01c_ClbBD_003,d10182,50,d100c8,4,3725,100,389,77,409,70,162,177,194,5cda00,0,99000000000000000000da00,281,20349,648,465,d10304da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93004e00da00,c2da00,00da00,00da00,00de0023,786,
Other_Enemy_01c_ClbBD_004,d10183,50,d100c8,6,3850,100,409,75,389,67,170,177,194,5cda00,0,99000000000000000000da00,3,704,668,402,d10305da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001900da00,c2da00,00da00,00da00,00de0023,10900,
Ad_Rare_Enemy_001_OTN,d101f4,15,d100c8,10,20,40,93,9999,93,9999,9999,78,161,d103e7da00,17,99006464646464646464da00,114,555,1000,3000,d10384da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003500da00,c2da00,00da00,00da00,00de0023,10901,
Ad_Rare_Enemy_002_OTN,d101f5,30,d100c8,12,30,40,126,9999,126,9999,9999,84,161,d103e7da00,17,99006464646464646464da00,114,556,10000,10000,d10385da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003500da00,c2da00,00da00,00da00,00de0023,10902,
Ad_Rare_Enemy_003_OTN,d101f6,50,d100c8,14,40,40,163,9999,163,9999,9999,115,161,d103e7da00,17,99006464646464646464da00,114,557,100000,50000,d10386da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003500da00,c2da00,00da00,00da00,00de0023,10903,
Ad_Rare_Enemy_004_OTN,d101f7,20,d100c8,11,25,40,103,9999,103,9999,9999,82,171,d103e7da00,17,99006464646464646464da00,114,555,5000,7500,d10384da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003500da00,c2da00,00da00,00da00,00de0023,10904,
Ad_Rare_Enemy_005_OTN,d101f8,35,d100c8,13,35,40,136,9999,136,9999,9999,90,171,d103e7da00,17,99006464646464646464da00,114,556,50000,30000,d10385da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003500da00,c2da00,00da00,00da00,00de0023,10905,
Ad_Rare_Enemy_006_OTN,d101f9,55,d100c8,15,45,40,173,9999,173,9999,9999,120,171,d103e7da00,17,99006464646464646464da00,114,557,300000,100000,d10386da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003500da00,c2da00,00da00,00da00,00de0023,2000,
Forest_Enemy_01a_005,d11388,11,d100c8,5,2440,30,140,20,140,20,80,80,120,19da00,0,99000000000000000000da00,17,378,20,90,d107d0da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80100da00,c2da00,00da00,00da00,00de0023,2112,
Forest_Enemy_01a_006,d11389,15,d100c8,5,7370,50,180,30,180,30,170,160,120,20da00,0,99000000000000000000da00,19,379,60,135,d10840da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83600da00,c2da00,00da00,00da00,00de0023,2001,
Forest_Enemy_01b_005,d1138a,11,d100c8,5,2640,30,130,20,130,20,120,110,120,19da00,0,99000000000000000000da00,18,380,20,90,d107d1da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80300da00,c2da00,00da00,00da00,00de0023,2113,
Forest_Enemy_01b_006,d1138b,15,d100c8,4,6060,40,230,20,230,20,130,120,110,20da00,0,99000000000000000000da00,18,381,60,135,d10841da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83700da00,c2da00,00da00,00da00,00de0023,2002,
Forest_Enemy_02_005,d1138c,12,d100c8,5,3190,20,110,40,110,40,50,70,140,1dda00,0,99000000000000000000da00,18,382,38,108,d107d2da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80600da00,c2da00,00da00,00da00,00de0023,2003,
Forest_Enemy_02_006,d1138d,25,d100c8,7,9910,60,360,40,360,40,150,160,140,36da00,0,99000000000000000000da00,18,383,300,225,d107d3da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80500da00,c2da00,00da00,00da00,00de0023,2232,
Forest_Enemy_02_007,d101f4,1,d100c8,10,20,40,93,9999,93,9999,9999,78,161,d103e7da00,17,99006464646464646464da00,114,555,1000,3000,d10384da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83500da00,c2da00,00da00,00da00,00de0023,2004,
Forest_Enemy_03_005,d1138e,14,d100c8,4,3170,30,150,10,150,10,70,70,110,20da00,0,99000000000000000000da00,18,384,38,108,d107d4da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80200da00,c2da00,00da00,00da00,00de0023,2005,
Forest_Enemy_03_006,d1138f,25,d100c8,5,14030,60,240,70,240,70,130,140,140,36da00,0,99000000000000000000da00,19,385,300,225,d107d5da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83800da00,c2da00,00da00,00da00,00de0023,2006,
Forest_Enemy_04a_005,d11390,17,d100c8,5,3850,40,180,30,180,30,80,80,120,24da00,0,99000000000000000000da00,18,386,75,135,d107d6da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80b00da00,c2da00,00da00,00da00,00de0023,2114,
Forest_Enemy_04a_006,d11391,25,d100c8,6,9630,60,370,40,320,40,160,150,140,36da00,0,99000000000000000000da00,20,387,300,225,d10842da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80900da00,c2da00,00da00,00da00,00de0023,2007,
Forest_Enemy_04b_005,d11392,17,d100c8,4,3020,30,210,20,210,20,70,90,110,24da00,0,99000000000000000000da00,18,388,75,135,d107d7da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80a00da00,c2da00,00da00,00da00,00de0023,2115,
Forest_Enemy_04b_006,d11393,25,d100c8,6,10260,50,270,40,270,40,120,130,130,36da00,0,99000000000000000000da00,18,389,300,225,d10843da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80b00da00,c2da00,00da00,00da00,00de0023,2008,
Forest_Enemy_06a_005,d11394,23,d100c8,6,5160,40,210,30,210,30,130,120,140,31da00,0,99000000000000000000da00,18,390,375,225,d107d8da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80d00da00,c2da00,00da00,00da00,00de0023,2009,
Forest_Enemy_06a_006,d11395,35,d100c8,9,19290,70,320,90,320,90,120,160,210,46da00,0,99000000000000000000da00,48,474,1200,315,d107d9da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83900da00,c2da00,00da00,00da00,00de0023,2010,
Forest_Enemy_06b_005,d11396,23,d100c8,6,4510,40,270,30,270,30,100,100,140,31da00,0,99000000000000000000da00,18,392,375,225,d107dada00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80e00da00,c2da00,00da00,00da00,00de0023,2011,
Forest_Enemy_06b_006,d11397,35,d100c8,10,20100,80,400,100,400,100,90,170,220,46da00,0,99000000000000000000da00,52,498,1200,315,d107dbda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e82c00da00,c2da00,00da00,00da00,00de0023,2012,
Forest_Enemy_05_005,d11398,20,d100c8,6,4090,40,210,30,210,30,80,100,130,2ada00,0,99000000000000000000da00,18,394,375,225,d107dcda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81000da00,c2da00,00da00,00da00,00de0023,2116,
Forest_Enemy_05_006,d11399,35,d100c8,9,19890,70,330,90,330,90,100,160,210,46da00,0,99000000000000000000da00,47,466,1200,315,d10844da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83a00da00,c2da00,00da00,00da00,00de0023,2013,
Snow_Enemy_01a_005,d1139a,11,d100c8,4,2510,20,120,10,120,10,110,100,110,19da00,0,99000000000000000000da00,17,396,20,90,d107ddda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81100da00,c2da00,00da00,00da00,00de0023,2117,
Snow_Enemy_01a_006,d1139b,15,d100c8,6,8850,50,160,30,160,50,100,110,130,20da00,0,99000000000000000000da00,17,397,60,135,d10845da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81400da00,c2da00,00da00,00da00,00de0023,2014,
Snow_Enemy_01b_005,d1139c,11,d100c8,5,2570,30,140,20,140,20,80,80,120,19da00,0,99000000000000000000da00,17,398,20,90,d107deda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80b00da00,c2da00,00da00,00da00,00de0023,2118,
Snow_Enemy_01b_006,d1139d,15,d100c8,6,8760,50,200,20,200,60,90,100,130,20da00,0,99000000000000000000da00,18,399,60,135,d10846da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81200da00,c2da00,00da00,00da00,00de0023,2015,
Snow_Enemy_02_005,d1139e,12,d100c8,6,3520,30,150,10,150,30,70,80,130,1dda00,0,99000000000000000000da00,17,400,38,108,d107dfda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81400da00,c2da00,00da00,00da00,00de0023,2016,
Snow_Enemy_02_006,d1139f,25,d100c8,7,9140,50,330,30,330,30,140,150,130,36da00,0,99000000000000000000da00,18,401,300,225,d107e0da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81300da00,c2da00,00da00,00da00,00de0023,2233,
Snow_Enemy_02_007,d101f4,1,d100c8,10,20,40,93,9999,93,9999,9999,78,161,d103e7da00,17,99006464646464646464da00,114,555,1000,3000,d10384da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83500da00,c2da00,00da00,00da00,00de0023,2017,
Snow_Enemy_03_005,d113a0,14,d100c8,5,3270,40,150,20,150,20,120,110,120,20da00,0,99000000000000000000da00,18,402,38,108,d107e1da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80100da00,c2da00,00da00,00da00,00de0023,2018,
Snow_Enemy_03_006,d113a1,25,d100c8,8,13340,60,300,80,300,80,90,130,180,36da00,0,99000000000000000000da00,19,403,300,225,d107e2da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83200da00,c2da00,00da00,00da00,00de0023,2019,
Snow_Enemy_04a_005,d113a2,17,d100c8,5,3300,30,170,20,170,20,80,80,110,24da00,0,99000000000000000000da00,18,404,75,135,d107e3da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81500da00,c2da00,00da00,00da00,00de0023,2020,
Snow_Enemy_04a_006,d113a3,25,d100c8,8,12440,50,230,80,230,80,100,120,170,36da00,0,99000000000000000000da00,18,405,300,225,d107e4da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83b00da00,c2da00,00da00,00da00,00de0023,2021,
Snow_Enemy_04b_005,d113a4,17,d100c8,5,3740,30,170,30,170,40,80,70,110,24da00,0,99000000000000000000da00,17,406,75,135,d107e5da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80b00da00,c2da00,00da00,00da00,00de0023,2022,
Snow_Enemy_04b_006,d113a5,25,d100c8,5,13620,50,280,60,280,60,120,130,130,36da00,0,99000000000000000000da00,19,407,300,225,d107e6da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83c00da00,c2da00,00da00,00da00,00de0023,2023,
Snow_Enemy_06a_005,d113a6,23,d100c8,6,4670,30,250,40,250,40,80,80,130,31da00,0,99000000000000000000da00,18,408,375,225,d107e7da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80b00da00,c2da00,00da00,00da00,00de0023,2024,
Snow_Enemy_06a_006,d113a7,35,d100c8,9,15230,80,380,50,380,50,180,200,170,46da00,0,99000000000000000000da00,45,447,1200,315,d107e8da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83d00da00,c2da00,00da00,00da00,00de0023,2025,
Snow_Enemy_06b_005,d113a8,23,d100c8,6,4470,40,270,40,270,20,110,100,140,31da00,0,99000000000000000000da00,18,410,375,225,d107e9da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80c00da00,c2da00,00da00,00da00,00de0023,2026,
Snow_Enemy_06b_006,d113a9,35,d100c8,9,21100,80,440,40,440,90,110,170,180,46da00,0,99000000000000000000da00,45,448,1200,315,d107eada00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81200da00,c2da00,00da00,00da00,00de0023,2027,
Snow_Enemy_05a_005,d113aa,20,d100c8,5,4280,30,170,20,170,20,130,110,120,2ada00,0,99000000000000000000da00,18,412,375,225,d107ebda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81100da00,c2da00,00da00,00da00,00de0023,2119,
Snow_Enemy_05a_006,d113ab,35,d100c8,9,19690,70,490,40,490,80,140,160,170,46da00,0,99000000000000000000da00,51,490,1200,315,d10847da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83e00da00,c2da00,00da00,00da00,00de0023,2028,
Snow_Enemy_05b_005,d113ac,17,d100c8,6,4770,40,150,20,150,60,70,80,140,24da00,0,99000000000000000000da00,17,414,75,135,d107ecda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81400da00,c2da00,00da00,00da00,00de0023,2120,
Snow_Enemy_05b_006,d113ad,25,d100c8,7,12440,50,330,90,330,30,100,120,140,36da00,0,99000000000000000000da00,20,415,300,225,d10848da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83f00da00,c2da00,00da00,00da00,00de0023,2029,
Plain_Enemy_01a_005,d113ae,11,d100c8,5,2590,30,140,10,140,30,90,90,120,19da00,0,99000000000000000000da00,18,416,20,90,d107edda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80b00da00,c2da00,00da00,00da00,00de0023,2121,
Plain_Enemy_01a_006,d113af,15,d100c8,4,6100,40,230,30,230,20,100,140,110,20da00,0,99000000000000000000da00,18,417,75,135,d10849da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81800da00,c2da00,00da00,00da00,00de0023,2030,
Plain_Enemy_01b_005,d113b0,11,d100c8,5,2340,30,140,20,170,20,90,90,120,19da00,0,99000000000000000000da00,18,418,20,90,d107eeda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80b00da00,c2da00,00da00,00da00,00de0023,2122,
Plain_Enemy_01b_006,d113b1,15,d100c8,5,8000,40,150,20,150,40,90,100,120,20da00,0,99000000000000000000da00,18,419,75,135,d1084ada00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81800da00,c2da00,00da00,00da00,00de0023,2031,
Plain_Enemy_02_005,d113b2,12,d100c8,4,2680,20,140,10,140,10,70,70,110,1dda00,0,99000000000000000000da00,18,420,38,108,d107efda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81a00da00,c2da00,00da00,00da00,00de0023,2032,
Plain_Enemy_02_006,d113b3,25,d100c8,7,10010,60,360,40,360,40,130,170,140,36da00,0,99000000000000000000da00,18,421,300,225,d107f0da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81900da00,c2da00,00da00,00da00,00de0023,2234,
Plain_Enemy_02_007,d101f4,1,d100c8,10,20,40,93,9999,93,9999,9999,78,161,d103e7da00,17,99006464646464646464da00,114,555,1000,3000,d10384da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83500da00,c2da00,00da00,00da00,00de0023,2033,
Plain_Enemy_03_005,d113b4,14,d100c8,6,4000,40,130,50,130,50,60,80,160,20da00,0,99000000000000000000da00,18,422,38,108,d107f1da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80700da00,c2da00,00da00,00da00,00de0023,2034,
Plain_Enemy_03_006,d113b5,25,d100c8,7,11440,50,330,70,260,30,130,120,140,36da00,0,99000000000000000000da00,18,423,300,225,d107f2da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e84000da00,c2da00,00da00,00da00,00de0023,2035,
Plain_Enemy_04_005,d113b6,17,d100c8,5,3780,30,170,30,170,40,80,70,110,24da00,0,99000000000000000000da00,18,424,75,135,d107f3da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80b00da00,c2da00,00da00,00da00,00de0023,2123,
Plain_Enemy_04_006,d113b7,25,d100c8,8,12950,60,210,40,320,70,110,130,150,36da00,0,99000000000000000000da00,18,425,300,225,d1084bda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81400da00,c2da00,00da00,00da00,00de0023,2036,
Plain_Enemy_06a_005,d113b8,23,d100c8,6,5670,30,190,10,230,60,70,80,140,31da00,0,99000000000000000000da00,18,426,375,225,d107f4da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81800da00,c2da00,00da00,00da00,00de0023,2037,
Plain_Enemy_06a_006,d113b9,35,d100c8,7,12990,70,510,40,510,40,150,210,160,46da00,0,99000000000000000000da00,48,475,1200,315,d107f5da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81800da00,c2da00,00da00,00da00,00de0023,2038,
Plain_Enemy_06b_005,d113ba,23,d100c8,6,4560,40,250,40,220,20,100,110,140,31da00,0,99000000000000000000da00,18,428,375,225,d107f6da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81800da00,c2da00,00da00,00da00,00de0023,2039,
Plain_Enemy_06b_006,d113bb,35,d100c8,10,20300,80,340,100,340,100,120,170,220,46da00,0,99000000000000000000da00,48,476,1200,315,d107f7da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81800da00,c2da00,00da00,00da00,00de0023,2040,
Plain_Enemy_05_005,d113bc,20,d100c8,6,3900,40,250,30,200,30,100,100,130,2ada00,0,99000000000000000000da00,18,430,375,225,d107f8da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80300da00,c2da00,00da00,00da00,00de0023,2124,
Plain_Enemy_05_006,d113bd,35,d100c8,8,16240,70,400,50,400,50,150,170,160,46da00,0,99000000000000000000da00,45,449,1200,315,d1084cda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80300da00,c2da00,00da00,00da00,00de0023,2041,
Sea_Enemy_01a_005,d113be,30,d100c8,9,8070,50,370,70,320,70,70,100,200,3fda00,0,99000000000000000000da00,3,152,375,252,d107f9da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81d00da00,c2da00,00da00,00da00,00de0023,2125,
Sea_Enemy_01a_006,d113bf,35,d100c8,10,19490,70,320,110,320,90,90,160,210,46da00,0,99000000000000000000da00,46,459,1200,315,d1084dda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e84100da00,c2da00,00da00,00da00,00de0023,2042,
Sea_Enemy_01b_005,d113c0,30,d100c8,8,6170,50,240,40,240,40,110,130,150,3fda00,0,99000000000000000000da00,3,158,375,252,d107fada00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81e00da00,c2da00,00da00,00da00,00de0023,2126,
Sea_Enemy_01b_006,d113c1,35,d100c8,7,22000,70,480,70,480,90,150,160,170,46da00,0,99000000000000000000da00,53,509,1200,315,d1084eda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e84200da00,c2da00,00da00,00da00,00de0023,2043,
Sea_Enemy_02_005,d113c2,26,d100c8,9,7030,40,210,40,210,40,70,90,180,36da00,0,99000000000000000000da00,8,161,375,252,d107fbda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e81f00da00,c2da00,00da00,00da00,00de0023,2044,
Sea_Enemy_02_006,d113c3,35,d100c8,10,20300,80,340,100,320,100,90,170,220,46da00,0,99000000000000000000da00,46,460,1200,315,d107fcda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e84100da00,c2da00,00da00,00da00,00de0023,2045,
Sea_Enemy_03_005,d113c4,28,d100c8,7,5300,40,320,20,280,20,90,100,140,3cda00,0,99000000000000000000da00,8,169,375,252,d107fdda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e82100da00,c2da00,00da00,00da00,00de0023,2046,
Sea_Enemy_03_006,d113c5,35,d100c8,10,21300,90,340,90,340,100,90,170,220,46da00,0,99000000000000000000da00,55,517,1200,315,d107feda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e84100da00,c2da00,00da00,00da00,00de0023,2047,
Sea_Enemy_04_005,d113c6,30,d100c8,7,6400,40,260,30,260,30,130,140,140,3fda00,0,99000000000000000000da00,3,173,375,252,d107ffda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e82000da00,c2da00,00da00,00da00,00de0023,2127,
Sea_Enemy_04_006,d113c7,35,d100c8,7,20000,70,480,90,480,70,150,170,160,46da00,0,99000000000000000000da00,51,491,1200,315,d1084fda00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83c00da00,c2da00,00da00,00da00,00de0023,2048,
Clif_Enemy_01a_005,d113c8,32,d100c8,9,6540,50,280,40,280,40,110,130,160,42da00,0,99000000000000000000da00,3,302,1500,315,d10800da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e82300da00,c2da00,00da00,00da00,00de0023,2049,
Clif_Enemy_01a_006,d113c9,45,d100c8,9,25540,100,730,60,730,60,220,270,210,57da00,0,99000000000000000000da00,49,482,2000,405,d10801da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e82800da00,c2da00,00da00,00da00,00de0023,2050,
Clif_Enemy_01b_005,d113ca,34,d100c8,8,7120,40,400,30,400,30,120,130,150,42da00,0,99000000000000000000da00,3,304,1500,315,d10802da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e82400da00,c2da00,00da00,00da00,00de0023,2051,
Clif_Enemy_01b_006,d113cb,45,d100c8,11,33730,100,480,120,480,120,130,210,270,57da00,0,99000000000000000000da00,47,470,2000,405,d10803da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e83a00da00,c2da00,00da00,00da00,00de0023,2052,
Clif_Enemy_02a_005,d113cc,35,d100c8,10,10260,50,280,70,280,70,80,110,220,46da00,0,99000000000000000000da00,47,468,1500,315,d10804da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93d103e80200da00,c2da00,00da00,00da00,00de0023,2053,
