Id,Label,Name,DisplayLevel,Shields,StartingWeaknesses,HP,PAtk,MAtk,EquipAtk,PDef,MDef,Speed,Crit,CritDef,Exp,Money
656,Snow_Enemy_08_001,War Wolf,60,4,"Staff, Tome, Fan, Light, Dark",4900,630,630,132,70,70,215,160,343,1450,470
657,Snow_Enemy_08_002,Hoary Howler,60,5,"Spear, Dagger, Bow, Fire, Lightning, Light",4800,590,590,132,80,90,230,210,343,1600,440
658,Snow_Enemy_08_003,Frostwing Serpent,60,6,"Staff, Tome, Lightning",5000,620,620,132,85,70,220,170,343,1650,430
659,Snow_Enemy_08_004,Ice Lizardman V,60,5,"Dagger, Axe, Staff, Fire, Lightning",4900,610,610,132,90,80,185,220,343,1500,460
660,Forest_Enemy_07_001,Forest Ratkin IV,61,6,"Dagger, Staff, Fire, Dark",5600,640,640,138,80,70,190,170,345,1400,480
661,Forest_Enemy_07_002,Forest Fox,61,5,"Dagger, Staff, Fan, Wind",5600,620,620,138,70,60,200,200,345,1300,500
662,Forest_Enemy_07_003,Horned Howler,61,5,"Spear, Bow, Fan, Ice, Lightning",5900,600,600,138,90,80,230,220,345,1600,430
663,Forest_Enemy_07_004,Wild Boar,61,7,"Sword, Bow, Tome, Ice, Light",5400,550,550,138,80,70,180,170,345,1500,460
664,Forest_Enemy_08a_001,Combatant (Hunter),61,6,"Spear, Axe, Fire, Dark",5600,600,590,138,80,90,220,220,345,1450,480
665,Forest_Enemy_08a_002,Combatant (Apothecary),61,6,"Bow, Fan, Ice, Wind",5900,600,600,138,100,70,200,180,345,1500,460
666,Forest_Enemy_08a_003,Combatant (Scholar),61,5,"Sword, Staff, Wind, Light",5300,500,650,138,80,100,200,180,345,1600,420
667,Forest_Enemy_08a_004,Combatant (Dancer),61,5,"Dagger, Tome, Ice, Lightning",5400,510,630,138,70,100,220,200,345,1400,500
668,Forest_Enemy_08a_005,Combatant (Thief),61,5,"Spear, Fan, Fire, Dark",5500,640,580,138,80,80,240,210,345,1550,440
669,Forest_Enemy_08a_006,Combatant (Merchant),61,6,"Axe, Staff, Lightning, Light",6100,630,610,138,90,90,160,190,345,1350,550
670,Forest_Enemy_08a_009,Combatant (Cleric),61,5,"Dagger, Bow, Lightning, Dark",5400,510,630,138,80,110,200,200,345,1650,400
671,Forest_Enemy_08b_004,Combatant (Dancer),61,6,"Dagger, Tome, Ice, Lightning",6080,595,595,138,93,84,226,198,345,1200,488
672,Forest_Enemy_09_001,Assassin Bug,61,6,"Sword, Dagger, Staff, Fan, Ice, Light",5200,640,610,138,70,80,190,210,345,1600,410
673,Forest_Enemy_09_002,Green Scissors,61,5,"Dagger, Axe, Fan, Lightning, Dark",6100,600,600,138,100,100,180,170,345,1550,430
674,Forest_Enemy_09_003,Mutant Mushroom,61,6,"Spear, Dagger, Tome, Fire, Dark",5400,610,610,138,80,80,170,200,345,1500,460
675,Forest_Enemy_09_004,Skulking Fungoid,61,7,"Sword, Spear, Staff, Fire, Wind",6000,600,600,138,90,70,150,210,345,1400,500
676,River_Enemy_08_001,River Froggen III,62,5,"Sword, Bow, Tome, Ice, Lightning",5600,650,645,144,80,70,190,190,234,1650,460
677,River_Enemy_08_002,Savage Scorpion,62,6,"Spear, Fan, Wind, Light",5400,620,617,144,90,80,200,230,234,1450,480
678,River_Enemy_08_003,Woolly Spider,62,5,"Sword, Bow, Staff, Lightning",6200,610,603,144,100,90,180,210,234,1500,490
679,River_Enemy_08_004,Salamander,62,6,"Spear, Dagger, Fan, Lightning, Light",5700,660,645,144,70,80,190,190,234,1700,450
680,River_Enemy_09a_001,Barnacle Tortoise,62,7,"Sword, Axe, Staff, Wind",5800,640,640,144,90,90,190,190,234,1675,440
681,River_Enemy_09a_002,Sea Slug,62,6,"Tome, Fire, Wind, Dark",6200,610,600,144,100,95,180,210,234,1550,430
682,River_Enemy_09a_003,River Froggen V,62,5,"Axe, Staff, Lightning, Dark",5900,660,640,144,80,70,190,190,234,1750,420
683,River_Enemy_09a_004,Collared Salamander,62,5,"Dagger, Bow, Ice, Light",6150,620,610,144,90,80,185,210,234,1600,445
684,River_Enemy_10_001,River Frogking I,62,6,"Sword, Staff, Wind, Dark",6300,610,610,144,110,90,180,210,234,1500,490
685,River_Enemy_10_002,Slayer Bug,62,5,"Sword, Axe, Tome, Fire",5600,650,645,144,80,70,210,190,234,1800,400
686,River_Enemy_10_003,Giant Gator,62,6,"Spear, Axe, Lightning, Light",5900,660,630,144,80,60,190,220,234,1600,480
687,River_Enemy_10_004,Light Wisp,62,4,"Dagger, Fan, Ice, Dark",5500,600,660,144,60,90,230,190,234,1400,500
688,Snow_Enemy_09a_001,Test Subject (Beast),63,6,"Spear, Dagger, Staff, Fire, Light",5830,671,671,144,89,87,191,231,234,1745,495
689,Snow_Enemy_09a_002,Test Subject (Insect),63,6,"Sword, Spear, Bow, Tome, Light",6160,650,650,144,88,86,218,241,234,1810,500
690,Snow_Enemy_09a_003,Test Subject (Brigand),63,7,"Sword, Dagger, Fan, Wind, Light",6490,726,726,144,91,89,204,226,234,1770,520
691,Snow_Enemy_09a_004,Test Subject (Bandit),63,6,"Spear, Bow, Fan, Lightning, Light",6050,660,660,144,80,78,221,246,234,1640,550
692,Snow_Enemy_09b_001,Test Subject (Beast),63,6,"Spear, Dagger, Staff, Fire, Light",5830,671,671,144,89,87,191,231,234,1745,495
693,Snow_Enemy_09b_002,Test Subject (Insect),63,6,"Sword, Spear, Bow, Tome, Light",6160,650,650,144,88,86,218,241,234,1810,500
694,Snow_Enemy_09b_003,Test Subject (Brigand),63,7,"Sword, Dagger, Fan, Wind, Light",6490,726,726,144,91,89,204,226,234,1770,520
695,Snow_Enemy_09b_004,Test Subject (Bandit),63,6,"Spear, Bow, Fan, Lightning, Light",6050,660,660,144,80,78,221,246,234,1640,550
696,Desert_Enemy_04_001,Ivory Scorpion,64,6,"Dagger, Staff, Tome, Lightning, Dark",6300,631,631,158,79,73,190,195,238,1845,515
697,Desert_Enemy_04_002,Assassin Bug (Silversand),64,6,"Sword, Fan, Lightning, Light",6468,622,602,158,85,79,181,229,238,1910,520
698,Desert_Enemy_04_003,Ivory Roller,64,8,"Axe, Staff, Tome, Wind",6846,608,618,158,93,88,175,218,238,1870,540
699,Desert_Enemy_04_004,Silversand Lizardman I,64,7,"Dagger, Tome, Fan, Fire, Lightning",6468,622,612,158,85,79,198,229,238,1740,570
700,Desert_Enemy_05a_001,Insurgent (Staff),64,7,"Spear, Axe, Fan, Fire, Lightning",6216,602,625,158,75,79,188,250,238,1845,515
701,Desert_Enemy_05a_002,Insurgent (Axe),64,7,"Dagger, Axe, Tome, Lightning, Light",6468,628,600,158,85,70,195,229,238,1910,520
702,Desert_Enemy_05a_003,Insurgent (Fan),64,7,"Sword, Dagger, Axe, Lightning, Light",6678,610,629,158,70,85,221,235,238,1870,540
703,Desert_Enemy_05a_004,Silver Wind Sentinel,64,8,"Spear, Axe, Tome, Lightning, Dark",6468,610,650,158,73,88,191,229,238,1740,570
704,Desert_Enemy_06_001,Assassin Bug (Silversand),64,6,"Sword, Fan, Lightning, Light",6468,622,602,158,85,79,181,229,238,1745,515
705,Desert_Enemy_06_002,Silversand Lizardman I,64,7,"Dagger, Tome, Fan, Wind, Dark",6468,622,612,158,85,79,198,229,238,1810,520
706,Desert_Enemy_06_003,Ivory Bat,64,6,"Spear, Bow, Ice, Lightning, Light",6300,627,627,158,71,70,228,224,238,1770,540
707,Desert_Enemy_06_004,Ivory Ettin Snake,64,8,"Sword, Tome, Fan, Fire, Lightning",6300,642,640,158,79,68,187,195,238,1640,570
708,Desert_Enemy_05b_001,Insurgent (Staff),64,7,"Spear, Axe, Fan, Fire, Lightning",6216,602,625,158,75,79,188,250,238,1845,515
709,Desert_Enemy_05b_002,Insurgent (Axe),64,7,"Dagger, Axe, Tome, Lightning, Light",6468,628,600,158,85,70,195,229,238,1910,520
710,Desert_Enemy_05b_003,Insurgent (Fan),64,7,"Sword, Dagger, Axe, Lightning, Light",6678,610,629,158,70,85,221,235,238,1870,540
711,Desert_Enemy_05b_004,Silver Wind Sentinel,64,8,"Spear, Axe, Tome, Lightning, Dark",6468,610,640,158,73,88,191,229,238,1740,570
771,Rare_Enemy_ClbBD_001,Chomper,20,11,"Sword, Spear, Axe, Bow, Tome",25,106,189,999,9999,9999,9999,82,171,7500,8250
772,Rare_Enemy_ClbBD_002,Gobbler,25,12,"Spear, Dagger, Bow, Staff, Fan",30,140,248,999,9999,9999,9999,84,161,10000,10000
773,Rare_Enemy_ClbBD_003,Guzzler,40,14,"Sword, Dagger, Axe, Bow, Staff",40,222,317,999,9999,9999,9999,90,171,75000,40000
774,Rare_Enemy_ClbBD_004,Huge Chomper,55,15,"Sword, Spear, Axe, Bow, Fan",45,405,579,999,9999,9999,9999,120,171,300000,100000
775,Other_Enemy_01a_ClbBD_001,Otherworld River Froggen II,20,3,"Axe, Staff, Fire, Lightning, Dark",404,154,154,38,34,30,115,112,114,77,163
776,Other_Enemy_01a_ClbBD_002,Otherworld Motley Slug,20,3,"Sword, Dagger, Axe, Ice, Light",416,154,154,38,33,28,106,120,114,74,170
777,Other_Enemy_01a_ClbBD_003,Otherworld Warrior Wasp,20,2,"Spear, Dagger, Bow, Tome, Light",424,170,170,38,30,25,108,90,114,85,168
778,Other_Enemy_01a_ClbBD_004,Otherworld River Froggen III,20,4,"Sword, Bow, Tome, Ice, Lightning",440,154,154,38,33,28,106,109,114,81,160
779,Other_Enemy_01b_ClbBD_001,Otherworld Flatlands Froggen IV,35,3,"Sword, Axe, Fan, Fire, Ice",1508,253,253,63,53,47,151,151,153,330,263
780,Other_Enemy_01b_ClbBD_002,Otherworld Lord of the Flies,35,3,"Axe, Bow, Tome, Lightning, Light",1690,244,244,63,55,49,137,151,153,347,270
781,Other_Enemy_01b_ClbBD_003,Otherworld Flatlands Froggen V,35,4,"Sword, Dagger, Tome, Ice, Lightning",1625,253,253,63,51,45,139,147,153,349,265
782,Other_Enemy_01b_ClbBD_004,Otherworld Flatlands Frogking II,35,4,"Dagger, Tome, Ice, Dark",1742,244,244,63,57,51,135,139,153,364,286
783,Other_Enemy_01c_ClbBD_001,Otherworld River Froggen VI,50,5,"Sword, Tome, Lightning, Light",3275,401,401,92,72,65,160,192,194,599,386
784,Other_Enemy_01c_ClbBD_002,Otherworld Collared Salamander,50,4,"Dagger, Bow, Ice, Light",3400,425,425,92,65,58,178,158,194,636,460
785,Other_Enemy_01c_ClbBD_003,Rusalka,50,4,"Staff, Tome, Fan, Lightning, Light",3725,389,409,92,77,70,162,177,194,648,465
786,Other_Enemy_01c_ClbBD_004,Otherworld River Frogking III,50,6,"Sword, Spear, Staff, Wind, Dark",3850,409,389,92,75,67,170,177,194,668,402
10900,Ad_Rare_Enemy_001_OTN,Cait'エネミーテスト（イギリス）エネミーテスト（簡体字）エネミーテスト（繁体字）!エネミーテスト（韓国）'エネミーテスト（フランス）エネミーテスト（ドイツ）'エネミーテスト（スペイン）エネミーテスト（ラテン）'エネミーテスト（イタリア）'エネミーテスト（オランダ）m_iddm_gametextCultured Cait,15,10,"Sword, Spear, Axe, Bow, Tome",20,93,93,999,9999,9999,9999,78,161,1000,3000
10901,Ad_Rare_Enemy_002_OTN,NO DATA,30,12,"Spear, Dagger, Bow, Staff, Fan",30,126,126,999,9999,9999,9999,84,161,10000,10000
10902,Ad_Rare_Enemy_003_OTN,Chubby Cait,50,14,"Sword, Dagger, Axe, Bow, Staff",40,163,163,999,9999,9999,9999,115,161,100000,50000
10903,Ad_Rare_Enemy_004_OTN,Coy Cait,20,11,"Sword, Spear, Axe, Bow, Tome",25,103,103,999,9999,9999,9999,82,171,5000,7500
10904,Ad_Rare_Enemy_005_OTN,Coy Cultured Cait,35,13,"Spear, Dagger, Bow, Staff, Fan",35,136,136,999,9999,9999,9999,90,171,50000,30000
10905,Ad_Rare_Enemy_006_OTN,Coy Chubby Cait,55,15,"Sword, Dagger, Axe, Bow, Staff",45,173,173,999,9999,9999,9999,120,171,300000,100000
2000,Forest_Enemy_01a_005,Mighty Marmot,11,5,"Sword, Axe, Staff, Fire, Light",2440,140,140,25,20,20,80,80,120,20,90
2112,Forest_Enemy_01a_006,Menacing Manticore,15,5,"Dagger, Fan, Wind",7370,180,180,32,30,30,170,160,120,60,135
2001,Forest_Enemy_01b_005,Mighty Scaled Viper,11,5,"Dagger, Staff, Tome, Lightning",2640,130,130,25,20,20,120,110,120,20,90
2113,Forest_Enemy_01b_006,Menacing Demon Deer,15,4,"Sword, Spear, Bow, Lightning, Dark",6060,230,230,32,20,20,130,120,110,60,135
2002,Forest_Enemy_02_005,Mighty Gabbrodillo,12,5,"Sword, Spear, Bow, Ice, Dark",3190,110,110,29,40,40,50,70,140,38,108
2003,Forest_Enemy_02_006,Menacing Forest Ratkin IV,25,7,"Axe, Tome, Lightning, Dark",9910,360,360,54,40,40,150,160,140,300,225
2232,Forest_Enemy_02_007,Cait'エネミーテスト（イギリス）エネミーテスト（簡体字）エネミーテスト（繁体字）!エネミーテスト（韓国）'エネミーテスト（フランス）エネミーテスト（ドイツ）'エネミーテスト（スペイン）エネミーテスト（ラテン）'エネミーテスト（イタリア）'エネミーテスト（オランダ）m_iddm_gametextCultured Cait,1,10,"Sword, Spear, Axe, Bow, Tome",20,93,93,999,9999,9999,9999,78,161,1000,3000
2004,Forest_Enemy_03_005,Mighty Rampant Weed,14,4,"Spear, Dagger, Bow, Ice, Dark",3170,150,150,32,10,10,70,70,110,38,108
2005,Forest_Enemy_03_006,Menacing Reptalion,25,5,"Axe, Staff, Dark",14030,240,240,54,70,70,130,140,140,300,225
2006,Forest_Enemy_04a_005,Mighty Thunder Sentinel,17,5,"Sword, Dagger, Axe, Ice, Wind",3850,180,180,36,30,30,80,80,120,75,135
2114,Forest_Enemy_04a_006,Menacing Guard Dog,25,6,"Sword, Bow, Fire, Ice",9630,370,320,54,40,40,160,150,140,300,225
2007,Forest_Enemy_04b_005,Mighty Bodyguard,17,4,"Dagger, Staff, Tome, Lightning",3020,210,210,36,20,20,70,90,110,75,135
2115,Forest_Enemy_04b_006,Menacing Thunder Sentinel Mk.II,25,6,"Spear, Fan, Ice, Wind",10260,270,270,54,40,40,120,130,130,300,225
2008,Forest_Enemy_06a_005,Herminia's Mighty Soldier II,23,6,"Sword, Axe, Fire, Light",5160,210,210,49,30,30,130,120,140,375,225
2009,Forest_Enemy_06a_006,Menacing Shield Wielder,35,9,"Dagger, Fan, Wind",19290,320,320,70,90,90,120,160,210,1200,315
2010,Forest_Enemy_06b_005,Mighty Shadow Bat,23,6,"Spear, Bow, Ice, Dark",4510,270,270,49,30,30,100,100,140,375,225
2011,Forest_Enemy_06b_006,Menacing Sticky Slug,35,10,"Tome, Fan, Fire, Wind",20100,400,400,70,100,100,90,170,220,1200,315
2012,Forest_Enemy_05_005,Mighty Mortal Mushroom,20,6,"Staff, Tome, Fire",4090,210,210,42,30,30,80,100,130,375,225
2116,Forest_Enemy_05_006,Menacing Creeping Treant,35,9,"Spear, Axe, Fire, Lightning",19890,330,330,70,90,90,100,160,210,1200,315
2013,Snow_Enemy_01a_005,Mighty Snow Fox,11,4,"Sword, Staff, Tome, Fire, Lightning",2510,120,120,25,10,10,110,100,110,20,90
2117,Snow_Enemy_01a_006,Menacing Ice Elemental,15,6,"Tome, Fire, Lightning, Light",8850,160,160,32,30,50,100,110,130,60,135
2014,Snow_Enemy_01b_005,Mighty Dark Sentinel,11,5,"Sword, Staff, Fan, Lightning, Light",2570,140,140,25,20,20,80,80,120,20,90
2118,Snow_Enemy_01b_006,Menacing Senior Fellow I,15,6,"Dagger, Fan, Ice, Light",8760,200,200,32,20,60,90,100,130,60,135
2015,Snow_Enemy_02_005,Mighty Shadow Wisp,12,6,"Spear, Dagger, Axe, Ice, Wind, Light",3520,150,150,29,10,30,70,80,130,38,108
2016,Snow_Enemy_02_006,Menacing Ice Lizardman IV,25,7,"Dagger, Fan, Wind",9140,330,330,54,30,30,140,150,130,300,225
2233,Snow_Enemy_02_007,Cait'エネミーテスト（イギリス）エネミーテスト（簡体字）エネミーテスト（繁体字）!エネミーテスト（韓国）'エネミーテスト（フランス）エネミーテスト（ドイツ）'エネミーテスト（スペイン）エネミーテスト（ラテン）'エネミーテスト（イタリア）'エネミーテスト（オランダ）m_iddm_gametextCultured Cait,1,10,"Sword, Spear, Axe, Bow, Tome",20,93,93,999,9999,9999,9999,78,161,1000,3000
2017,Snow_Enemy_03_005,Mighty Majestic Snow Marmot,14,5,"Sword, Axe, Staff, Fire, Light",3270,150,150,32,20,20,120,110,120,38,108
2018,Snow_Enemy_03_006,Menacing Snow Yak,25,8,"Sword, Spear, Axe, Ice, Lightning",13340,300,300,54,80,80,90,130,180,300,225
2019,Snow_Enemy_04a_005,Mighty High Wolf,17,5,"Sword, Spear, Bow, Lightning, Dark",3300,170,170,36,20,20,80,80,110,75,135
2020,Snow_Enemy_04a_006,Menacing Snow Lizard,25,8,"Bow, Tome, Fire, Dark",12440,230,230,54,80,80,100,120,170,300,225
2021,Snow_Enemy_04b_005,Mighty Dark Sentinel Mk.II,17,5,"Sword, Spear, Axe, Fire, Light",3740,170,170,36,30,40,80,70,110,75,135
2022,Snow_Enemy_04b_006,Menacing Accursed Armor,25,5,"Bow, Fan, Fire, Wind",13620,280,280,54,60,60,120,130,130,300,225
2023,Snow_Enemy_06a_005,Mighty Ice Sentinel,23,6,"Dagger, Staff, Tome, Fire, Lightning",4670,250,250,49,40,40,80,80,130,375,225
2024,Snow_Enemy_06a_006,Menacing Snow Leopard,35,9,"Sword, Axe, Ice, Light",15230,380,380,70,50,50,180,200,170,1200,315
2025,Snow_Enemy_06b_005,Mighty Ice Guardian,23,6,"Sword, Tome, Fire, Lightning",4470,270,270,49,40,20,110,100,140,375,225
2026,Snow_Enemy_06b_006,Menacing Research Fellow,35,9,"Sword, Axe, Ice, Light",21100,440,440,70,40,90,110,170,180,1200,315
2027,Snow_Enemy_05a_005,Mighty Frost Fox,20,5,"Sword, Staff, Tome, Fire, Lightning",4280,170,170,42,20,20,130,110,120,375,225
2119,Snow_Enemy_05a_006,Menacing Frostwing Serpent,35,9,"Staff, Tome, Lightning",19690,490,490,70,40,80,140,160,170,1200,315
2028,Snow_Enemy_05b_005,Mighty Ice Wisp,17,6,"Sword, Fan, Fire, Lightning, Dark",4770,150,150,36,20,60,70,80,140,75,135
2120,Snow_Enemy_05b_006,Menacing Frost Bear,25,7,"Axe, Tome, Fire",12440,330,330,54,90,30,100,120,140,300,225
2029,Plain_Enemy_01a_005,Mighty Thespian (Dancer),11,5,"Sword, Dagger, Staff, Lightning, Wind",2590,140,140,25,10,30,90,90,120,20,90
2121,Plain_Enemy_01a_006,Menacing Thespian (Warrior),15,4,"Sword, Axe, Ice, Light",6100,230,230,32,30,20,100,140,110,75,135
2030,Plain_Enemy_01b_005,Mighty Fire Sentinel,11,5,"Sword, Spear, Axe, Ice, Light",2340,140,170,25,20,20,90,90,120,20,90
2122,Plain_Enemy_01b_006,Menacing Thespian (Leader),15,5,"Sword, Axe, Lightning, Wind",8000,150,150,32,20,40,90,100,120,75,135
2031,Plain_Enemy_02_005,Mighty Aggressive Ant,12,4,"Sword, Dagger, Bow, Wind, Dark",2680,140,140,29,10,10,70,70,110,38,108
2032,Plain_Enemy_02_006,Menacing Flatlands Froggen IV,25,7,"Sword, Axe, Fan, Fire, Ice",10010,360,360,54,40,40,130,170,140,300,225
2234,Plain_Enemy_02_007,Cait'エネミーテスト（イギリス）エネミーテスト（簡体字）エネミーテスト（繁体字）!エネミーテスト（韓国）'エネミーテスト（フランス）エネミーテスト（ドイツ）'エネミーテスト（スペイン）エネミーテスト（ラテン）'エネミーテスト（イタリア）'エネミーテスト（オランダ）m_iddm_gametextCultured Cait,1,10,"Sword, Spear, Axe, Bow, Tome",20,93,93,999,9999,9999,9999,78,161,1000,3000
2033,Plain_Enemy_03_005,Mighty Shaggy Meep,14,6,"Sword, Axe, Bow, Fire, Dark",4000,130,130,32,50,50,60,80,160,38,108
2034,Plain_Enemy_03_006,Menacing Bloody Bull,25,7,"Dagger, Staff, Lightning, Light",11440,330,260,54,70,30,130,120,140,300,225
2035,Plain_Enemy_04_005,Mighty Wind Sentinel,17,5,"Sword, Spear, Axe, Lightning, Dark",3780,170,170,36,30,40,80,70,110,75,135
2123,Plain_Enemy_04_006,Menacing Wind Elemental,25,8,"Tome, Fire, Lightning, Dark",12950,210,320,54,40,70,110,130,150,300,225
2036,Plain_Enemy_06a_005,Mighty Thespian (Lecturer),23,6,"Sword, Fan, Ice, Wind",5670,190,230,49,10,60,70,80,140,375,225
2037,Plain_Enemy_06a_006,Menacing Thespian (Ruffian),35,7,"Sword, Staff, Tome, Lightning",12990,510,510,70,40,40,150,210,160,1200,315
2038,Plain_Enemy_06b_005,Mighty Fire Guardian,23,6,"Dagger, Fan, Ice, Wind",4560,250,220,49,40,20,100,110,140,375,225
2039,Plain_Enemy_06b_006,Menacing Thespian (Guard),35,10,"Tome, Fan, Lightning",20300,340,340,70,100,100,120,170,220,1200,315
2040,Plain_Enemy_05_005,Mighty Red Viper,20,6,"Axe, Bow, Ice, Dark",3900,250,200,42,30,30,100,100,130,375,225
2124,Plain_Enemy_05_006,Menacing Ettin Asp,35,8,"Sword, Axe, Fire, Light",16240,400,400,70,50,50,150,170,160,1200,315
2041,Sea_Enemy_01a_005,Mighty Barnacle Crab,30,9,"Sword, Spear, Tome, Lightning",8070,370,320,63,70,70,70,100,200,375,252
2125,Sea_Enemy_01a_006,Menacing Barnacle Tortoise,35,10,"Axe, Staff, Tome, Lightning",19490,320,320,70,110,90,90,160,210,1200,315
2042,Sea_Enemy_01b_005,Mighty Brine Anemone,30,8,"Dagger, Axe, Bow, Fan, Wind",6170,240,240,63,40,40,110,130,150,375,252
2126,Sea_Enemy_01b_006,Menacing Cetus Maximus,35,7,"Sword, Axe, Fire, Light",22000,480,480,70,70,90,150,160,170,1200,315
2043,Sea_Enemy_02_005,Mighty Hermit Conch,26,9,"Sword, Axe, Staff, Lightning",7030,210,210,54,40,40,70,90,180,375,252
2044,Sea_Enemy_02_006,Menacing Rock Tortoise,35,10,"Sword, Bow, Fan, Fire, Light",20300,340,320,70,100,100,90,170,220,1200,315
2045,Sea_Enemy_03_005,Mighty Sea Scorpion,28,7,"Dagger, Staff, Tome, Lightning, Light",5300,320,280,60,20,20,90,100,140,375,252
2046,Sea_Enemy_03_006,Menacing Mossy Tortoise,35,10,"Dagger, Fan, Wind",21300,340,340,70,90,100,90,170,220,1200,315
2047,Sea_Enemy_04_005,Mighty Sailfish,30,7,"Sword, Axe, Staff, Tome, Lightning",6400,260,260,63,30,30,130,140,140,375,252
2127,Sea_Enemy_04_006,Menacing Animated Armor,35,7,"Sword, Axe, Fire, Light",20000,480,480,70,90,70,150,170,160,1200,315
2048,Clif_Enemy_01a_005,Mighty Laughing Hyaena,32,9,"Axe, Bow, Tome, Fire",6540,280,280,66,40,40,110,130,160,1500,315
2049,Clif_Enemy_01a_006,Menacing King Condor,45,9,"Dagger, Bow, Tome, Fire, Lightning",25540,730,730,87,60,60,220,270,210,2000,405
2050,Clif_Enemy_01b_005,Mighty Lloris,34,8,"Dagger, Fan, Fire, Wind",7120,400,400,66,30,30,120,130,150,1500,315
2051,Clif_Enemy_01b_006,Menacing Raging Treant,45,11,"Axe, Fan, Fire, Dark",33730,480,480,87,120,120,130,210,270,2000,405
2052,Clif_Enemy_02a_005,Mighty Withered Wanderweed,35,10,"Sword, Axe, Fan, Fire",10260,280,280,70,70,70,80,110,220,1500,315
2053,Clif_Enemy_02a_006,Menacing Giant Eagle,45,9,"Spear, Bow, Fan, Fire, Wind",28380,550,510,87,70,70,280,310,210,2000,405
2054,Clif_Enemy_02b_005,Mighty Hatchling,37,6,"Sword, Spear, Staff, Tome",12220,300,300,74,60,60,110,130,170,1500,315
2055,Clif_Enemy_02b_006,Menacing Lightning Elemental,45,10,"Tome, Ice, Wind, Light",31790,460,460,87,40,90,150,200,210,2000,405
2056,Clif_Enemy_03_005,Mighty Crawly Fledgling,37,9,"Spear, Axe, Staff, Ice",8850,350,350,74,40,40,100,120,160,1500,315
2057,Clif_Enemy_03_006,Menacing Killer Chameleon,45,11,"Dagger, Bow, Ice, Light",34060,490,490,87,140,110,160,220,270,2000,405
2058,Clif_Enemy_04_005,Mighty Great Condor,37,8,"Dagger, Axe, Tome, Fire, Lightning",9030,290,290,74,30,30,150,160,160,1500,315
2059,Clif_Enemy_04_006,Menacing Carmine Eagle,45,9,"Spear, Bow, Staff, Ice, Wind",26480,510,510,87,60,60,270,290,190,2000,405
2060,Clif_Enemy_05_005,Mighty Ettin Snake,65,11,"Spear, Dagger, Axe, Fire",41110,760,760,138,80,80,260,320,300,11250,585
2061,Clif_Enemy_05_006,Menacing Dreadwing,70,11,"Sword, Spear, Bow, Wind, Light",90920,950,950,138,100,100,320,450,330,11000,630
2062,Clif_Enemy_06a_005,Mighty Edoras Soldier,65,13,"Dagger, Bow, Staff, Ice, Lightning",46440,640,640,138,120,120,120,210,370,9000,585
2063,Clif_Enemy_06a_006,Menacing Light Sentinel Mk.II,70,12,"Bow, Fan, Fire, Wind, Dark",101020,760,760,138,120,120,290,410,330,11000,630
2128,Clif_Enemy_06b_005,Mighty Edoras Knight,65,13,"Axe, Staff, Tome, Wind, Light",45960,950,950,138,120,120,120,200,370,9000,585
2129,Clif_Enemy_06b_006,Menacing Light Curator Mk.II,65,11,"Spear, Bow, Ice, Lightning, Dark",28000,450,750,138,62,55,257,257,342,11000,630
2130,Clif_Enemy_07_005,Mighty Edoras Knight,65,14,"Axe, Staff, Fan, Ice, Lightning",49830,690,690,138,130,130,130,220,400,9000,585
2131,Clif_Enemy_07_006,Menacing Light Guardian Mk.II,65,11,"Sword, Dagger, Ice, Wind, Dark",30000,800,500,138,126,120,172,155,342,11000,630
2132,Clif_Enemy_08_005,Mighty Brawler Bones,38,9,"Staff, Tome, Fire, Lightning, Wind",8880,380,380,74,40,40,130,150,180,1500,315
2133,Clif_Enemy_08_006,Menacing Furious Fungoid,45,11,"Sword, Axe, Fan, Fire, Light",32440,470,470,87,100,150,110,210,260,2000,405
2064,River_Enemy_01_005,Mighty River Wasp,40,8,"Sword, Spear, Dagger, Bow",10210,350,350,79,40,40,160,180,170,2500,405
2065,River_Enemy_01_006,Menacing Salamander,55,9,"Spear, Bow, Tome, Ice, Lightning",40740,860,860,125,70,80,240,310,240,4000,495
2066,River_Enemy_02_005,Mighty Killer Bug,45,10,"Dagger, Bow, Fan, Fire, Dark",15740,370,370,87,90,90,90,130,250,2500,405
2067,River_Enemy_02_006,Menacing River Frogking I,55,10,"Spear, Staff, Tome, Ice, Wind",42800,840,840,125,80,70,230,330,260,4000,495
2068,River_Enemy_03_005,Mighty Sea Snake,42,9,"Sword, Axe, Fire, Light",10960,410,410,83,40,40,120,160,190,2500,405
2069,River_Enemy_03_006,Menacing Collared Salamander,55,10,"Spear, Bow, Fan, Lightning, Wind",43210,860,820,125,80,70,260,330,260,4000,495
2070,River_Enemy_04_005,Mighty Brigand Leader,42,8,"Axe, Tome, Ice, Light",11120,380,380,83,40,40,180,180,180,2500,405
2071,River_Enemy_04_006,Menacing Master Thief II,55,9,"Spear, Axe, Fan, Lightning, Light",45270,690,690,125,80,80,300,370,240,4000,495
2072,River_Enemy_05_005,Mighty Shadow Remnant,60,10,"Sword, Spear, Fan, Light",27300,600,600,138,50,50,160,270,270,11250,585
2073,River_Enemy_05_006,Menacing Revenant,70,10,"Sword, Dagger, Bow, Tome",79250,1000,900,138,90,90,290,480,330,11000,630
